studentID,interaction,numInteractionCurr,numInteractionTotal,representation,direction,proofDir,action,rule,numAction1Curr,numAction2Curr,numAction3Curr,numAction4Curr,numAction5Curr,numAction6Curr,numAction7Curr,numAction8Curr,numAction9Curr,numAction10Curr,numAction1Total,numAction2Total,numAction3Total,numAction4Total,numAction5Total,numAction6Total,numAction7Total,numAction8Total,numAction9Total,numAction10Total,currPrb,hintType,hintGiven,isForced,hintCount,stepTime,elTime,numProblemsCompleted,PPType,numAttempts,hintFollow
kgohel2,804,,,0,0,0,1,(-Y+T),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,4.017,1370.52,,0,,
kgohel2,806,,,0,0,0,3,Conj,,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,4.313,1382.49,,0,,
kgohel2,810,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.667,1392,,0,,
kgohel2,811,,,0,0,0,2,(-Y+T),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,1.018,1393.01,,0,,
rbwest,701,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,No hint available for this step.,,0,39.146,217.394,,0,,
kgohel2,814,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,No hint available for this step.,,0,0.632,1410.02,,0,,
kgohel2,815,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,No hint available for this step.,,0,0.397,1410.42,,0,,
kgohel2,816,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,No hint available for this step.,,0,0.351,1410.77,,0,,
kgohel2,817,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,No hint available for this step.,,0,0.448,1411.21,,0,,
rbwest,702,,,0,0,0,1,(-Y+E),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,9.405,226.799,,0,,
rbwest,703,,,0,0,0,1,(-Y>-F),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.735,227.534,,0,,
rbwest,704,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,1.054,228.588,,0,,
kgohel2,818,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,11.892,1423.11,,0,,
kgohel2,819,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.53,1423.64,,0,,
kgohel2,820,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.351,1423.99,,0,,
kgohel2,821,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.189,1424.18,,0,,
kgohel2,822,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.211,1424.39,,0,,
kgohel2,823,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.171,1424.56,,0,,
kgohel2,824,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.191,1424.75,,0,,
kgohel2,825,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.198,1424.95,,0,,
kgohel2,826,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.175,1425.12,,0,,
kgohel2,829,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.177,1425.69,,0,,
kgohel2,827,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.195,1425.32,,0,,
rbwest,706,,,0,0,0,2,(-Y>-F),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,4.374,236.002,,0,,
kgohel2,828,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.191,1425.51,,0,,
kgohel2,830,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.199,1425.88,,0,,
rbwest,707,,,0,0,0,2,(-Y+E),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.859,236.861,,0,,
rbwest,708,,,0,0,0,1,(-Y+E),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,89.252,326.113,,0,,
rbwest,710,,,0,0,0,1,(-Y>-F),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.576,327.309,,0,,
rbwest,711,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.48,327.789,,0,,
rbwest,712,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.786,328.575,,0,,
rbwest,713,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.591,329.166,,0,,
rbwest,714,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.439,329.605,,0,,
rbwest,715,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.2,329.805,,0,,
rbwest,716,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.156,329.961,,0,,
rbwest,717,,,0,0,0,2,(-Y>-F),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.915,330.876,,0,,
rbwest,718,,,0,0,0,2,(-Y+E),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.73,331.606,,0,,
rbwest,719,,,0,0,0,1,(E>G),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,1.44,333.046,,0,,
rbwest,720,,,0,0,0,1,(-Y>-F),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,1.637,334.683,,0,,
rbwest,721,,,0,0,0,2,(-Y>-F),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,1.344,336.027,,0,,
rbwest,722,,,0,0,0,2,(E>G),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.548,336.575,,0,,
rbwest,723,,,0,0,0,1,(-Y+E),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,2.193,338.768,,0,,
kgohel2,833,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,31.753,1528.22,,0,,
rbwest,724,,,0,0,0,1,((-Y>-F)*(E>G)),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.512,339.28,,0,,
kgohel2,834,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.607,1528.82,,0,,
kgohel2,835,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,2.407,1531.23,,0,,
kgohel2,837,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,5.123,1538.22,,0,,
rbwest,730,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,0.596,351.134,,0,,
kgohel2,838,,,0,0,0,1,(T>S),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,9.941,1548.16,,0,,
kgohel2,839,,,0,0,0,2,(T>S),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,1.203,1549.36,,0,,
kgohel2,840,,,0,0,0,1,(T>S),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.605,1549.97,,0,,
kgohel2,841,,,0,0,0,2,(T>S),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.512,1550.48,,0,,
rbwest,732,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,8.245,361.136,,0,,
kgohel2,842,,,0,0,0,1,(T>S),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,2.308,1552.79,,0,,
kgohel2,843,,,0,0,0,2,(T>S),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,2.201,1554.99,,0,,
kgohel2,844,,,0,0,0,1,(T>S),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.462,1555.45,,0,,
kgohel2,845,,,0,0,0,2,(T>S),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.666,1556.12,,0,,
kgohel2,846,,,0,0,0,1,(T>S),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,1.586,1557.7,,0,,
kgohel2,847,,,0,0,0,2,(T>S),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.578,1558.28,,0,,
dauchman,754,,,0,0,0,2,(P>(R*S)),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,1.306,1754.62,,0,,
kgohel2,849,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,200.022,1980.41,,0,,
rbwest,743,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,241.08,796.882,,0,,
rbwest,745,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,undefined,,0,15.996,16.394,,0,,
rbwest,746,,,0,0,0,1,(-A>(D+G)),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.453,16.847,,0,,
rbwest,747,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.888,17.735,,0,,
rbwest,749,,,0,0,0,1,(D+G),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.884,42.876,,0,,
kgohel2,850,,,0,0,0,3,DeM,,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,27.454,2007.86,,0,,
rbwest,751,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.553,44.405,,0,,
rbwest,753,,,0,0,0,1,(A+-D),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,23.772,69.771,,0,,
rbwest,754,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.215,70.986,,0,,
rbwest,756,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.494,73.016,,0,,
rbwest,755,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.536,72.522,,0,,
rbwest,757,,,0,0,0,2,(D+G),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.941,73.957,,0,,
rbwest,758,,,0,0,0,1,((A>B)*(-D>F)),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.847,74.804,,0,,
rbwest,759,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,4.745,79.549,,0,,
kgohel2,858,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,2.61,2071.8,,0,,
rbwest,761,,,0,0,0,3,Conj,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,2.344,87.969,,0,,
kgohel2,859,,,0,0,0,1,(-Y+T),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,3.232,2075.03,,0,,
kgohel2,860,,,0,0,0,2,(-Y+T),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,5.375,2080.41,,0,,
kgohel2,861,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.76,2081.17,,0,,
rbwest,764,,,0,0,0,3,CD,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.729,104.197,,0,,
rbwest,767,,,0,0,0,3,CD,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,2.778,147.21,,0,,
rbwest,769,,,0,0,0,3,HS,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,4.125,155.763,,0,,
rbwest,771,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,4.593,164.899,,0,,
rbwest,773,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.781,175.187,,0,,
rbwest,775,,,0,0,0,3,MT,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.044,177.788,,0,,
rbwest,777,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.238,180.199,,0,,
rbwest,781,,,0,0,0,3,Conj,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.856,186.541,,0,,
rbwest,783,,,0,0,0,3,HS,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.194,188.884,,0,,
rbwest,785,,,0,0,0,3,CD,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.973,190.682,,0,,
rbwest,788,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.033,268.625,,0,,
rbwest,789,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,No hint available for this step.,,0,13.054,281.679,,0,,
rbwest,790,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,2,,,0,1.677,283.356,,0,,
rbwest,792,,,0,0,0,1,((C>E)*(F>G)),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,undefined,,0,19.73,20.849,,0,,
rbwest,793,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,3.819,24.668,,0,,
rbwest,794,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,6.857,31.525,,0,,
rbwest,795,,,0,0,0,1,((A>C)*(-D>F)),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,2.188,33.713,,0,,
rbwest,796,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,2.464,36.177,,0,,
rbwest,798,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,4.68,43.128,,0,,
rbwest,799,,,0,0,0,1,(C>E),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,0.885,44.013,,0,,
rbwest,800,,,0,0,0,3,MT,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.358,45.371,,0,,
rbwest,797,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,2.271,38.448,,0,,
rbwest,801,,,0,0,0,1,-C,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.11,46.481,,0,,
rbwest,802,,,0,0,0,1,(A>C),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,0.713,47.194,,0,,
rbwest,803,,,0,0,0,3,MT,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,3.176,50.37,,0,,
rbwest,804,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.495,51.865,,0,,
rbwest,805,,,0,0,0,1,(A+-D),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.377,53.242,,0,,
rbwest,806,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,3.223,56.465,,0,,
rbwest,807,,,0,0,0,2,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.979,58.444,,0,,
rbwest,808,,,0,0,0,2,(A+-D),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.262,59.706,,0,,
rbwest,809,,,0,0,0,1,((A>C)*(-D>F)),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,0.664,60.37,,0,,
rbwest,810,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,5.46,65.83,,0,,
rbwest,811,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,5.704,71.534,,0,,
rbwest,812,,,0,0,0,1,(-D>F),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,4.279,75.813,,0,,
rbwest,813,,,0,0,0,1,(A+-D),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,3.177,78.99,,0,,
rbwest,814,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.405,80.395,,0,,
rbwest,815,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.127,81.522,,0,,
rbwest,816,,,0,0,0,2,(-D>F),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.578,83.1,,0,,
rbwest,817,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,0.998,84.098,,0,,
rbwest,818,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.39,85.488,,0,,
rbwest,819,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,2.564,88.052,,0,,
rbwest,820,,,0,0,0,1,(-D>F),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,0.679,88.731,,0,,
rbwest,821,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,3.54,92.271,,0,,
rbwest,822,,,0,0,0,1,((C>E)*(F>G)),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.58,93.851,,0,,
rbwest,823,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,2.009,95.86,,0,,
rbwest,824,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,4.192,100.052,,0,,
rbwest,825,,,0,0,0,1,(F>G),,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,1.386,101.438,,0,,
rbwest,826,,,0,0,0,1,F,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,0.912,102.35,,0,,
rbwest,827,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,5.932,108.282,,0,,
rbwest,791,,,0,0,0,0,login,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,0.062,0.062,,0,,
rbwest,831,,,0,0,0,98,END,,,,,,,,,,,,,,,,,,,,,4.-1.4.0,0,,,0,34.636,144.791,,0,,
rbwest,832,,,0,0,0,0,next,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,0,,,0,0.002,144.793,,0,,
rbwest,834,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,No hint available for this step.,,0,14.551,14.711,,0,,
rbwest,835,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,No hint available for this step.,,0,1.901,16.612,,0,,
rbwest,836,,,0,0,0,1,((-F+G)>(W+-G)),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,6.034,22.646,,0,,
rbwest,837,,,0,0,0,1,((-Y>-F)*(E>G)),,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,36.064,58.71,,0,,
rbwest,838,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,46.545,105.255,,0,,
rbwest,840,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,2.521,2.681,,0,,
rbwest,842,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,3.829,5.158,,0,,
rbwest,843,,,0,0,0,1,(-A>(D+G)),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.642,5.8,,0,,
rbwest,844,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.224,7.024,,0,,
rbwest,845,,,0,0,0,1,(A+-D),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,2.066,9.09,,0,,
rbwest,846,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.888,9.978,,0,,
rbwest,847,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.049,11.027,,0,,
rbwest,848,,,0,0,0,1,(D+G),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,2.37,13.397,,0,,
rbwest,849,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.729,14.126,,0,,
rbwest,850,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,undefined,,0,8.295,22.421,,0,,
rbwest,851,,,0,0,0,1,((A>B)*(-D>F)),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,3.448,25.869,,0,,
rbwest,852,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.484,27.353,,0,,
rbwest,853,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,2.06,29.413,,0,,
rbwest,854,,,0,0,0,1,((A>B)*(-D>F)),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.127,30.54,,0,,
rbwest,855,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,2.194,32.734,,0,,
rbwest,856,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,3.07,35.804,,0,,
rbwest,857,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,5.735,41.539,,0,,
rbwest,858,,,0,0,0,1,(-D>F),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.433,42.972,,0,,
rbwest,859,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.538,44.51,,0,,
kgohel2,862,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,524.252,2605.42,,0,,
kgohel2,863,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,2.574,2607.99,,0,,
kgohel2,864,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.279,2608.27,,0,,
kgohel2,865,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,1.183,2609.46,,0,,
kgohel2,866,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,2.068,2611.52,,0,,
kgohel2,867,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.898,2612.42,,0,,
kgohel2,868,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.552,2612.97,,0,,
kgohel2,870,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.236,2613.48,,0,,
kgohel2,869,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.274,2613.25,,0,,
kgohel2,871,,,0,0,0,2,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.233,2613.72,,0,,
kgohel2,872,,,0,0,0,1,((-Y>X)*(T>S)),,,,,,,,,,,,,,,,,,,,,4.1.2.0,2,,,0,0.415,2614.13,,0,,
rbwest,860,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,undefined,,0,84.427,128.937,,0,,
rbwest,861,,,0,0,0,2,#NAME?,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,16.184,145.121,,0,,
rbwest,863,,,0,1,0,3,Dist,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,17.436,197.206,,0,,
rbwest,864,,,0,1,0,7,get,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,No hint available for this step.,,0,2.63,199.836,,0,,
rbwest,867,,,0,1,0,3,Dist,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,22.063,224.923,,0,,
rbwest,876,,,0,0,0,1,F,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,2.796,232.608,,0,,
rbwest,877,,,0,0,0,1,G,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.99,233.598,,0,,
rbwest,878,,,0,0,0,3,Conj,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,3.877,237.475,,0,,
rbwest,879,,,0,0,0,5,Conj,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,3.345,240.82,,0,,
rbwest,880,,,0,0,0,1,(F*G),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.842,242.662,,0,,
rbwest,881,,,0,0,0,3,Add,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,10.096,252.758,,0,,
rbwest,884,,,0,0,0,2,(F*G),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.898,265.033,,0,,
rbwest,885,,,0,0,0,1,(F*G),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.377,265.41,,0,,
rbwest,886,,,0,0,0,2,(F*G),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.434,265.844,,0,,
rbwest,887,,,0,0,0,1,(F*G),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,0.259,266.103,,0,,
rbwest,888,,,0,0,0,3,Add,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,7.362,273.465,,0,,
rbwest,890,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,No hint available for this step.,,0,2.934,289.947,,0,,
rbwest,891,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,No hint available for this step.,,0,0.266,290.213,,0,,
rbwest,892,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,No hint available for this step.,,0,0.187,290.4,,0,,
rbwest,896,,,0,1,0,10,,,,,,,,,,,,,,,,,,,,,,4.-1.3.0,2,,,0,9.579,320.336,,0,,
rbwest,898,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,1.661,2.352,,0,,
rbwest,900,,,0,0,0,1,((A>B)*(-D>F)),,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,undefined,,0,10.448,11.659,,0,,
rbwest,901,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,4.-1.3.1,2,,,0,2.135,13.794,,0,,
