"","X..","lvl1Hint","studentID","currPrb","state","elTime","levelsPresented","lvl1HintFollowed","stateChangedB4FollowHint","lvl1_timeCost","diffRulesApplied","diffNodesHighlighted","nodesDerived","numRestart","numDiffNodeInResult"
"221",NA,"Try to derive (G+Z)","ktvalaku","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification],(--W>-(G+Z))[5;2;Contrapositive],(W>-(G+Z))[6;5;Double Negation],(W>(-G*-Z))[7;6;DeMorgan's Law],(-W+(-G*-Z))[8;7;Implication],((-W+-G)*(-W+-Z))[9;8;Distributive],(-W+-Z)[10;9;Simplification],(--W>-Z)[11;10;Implication],(W>-Z)[12;11;Double Negation],(--Z>-W)[13;12;Contrapositive],(Z>-W)[14;13;Double Negation],-W[15;14,3;Modus Ponens]/-R","2795.59",1,TRUE,0,0,1,0,1,0,0
"222",NA,"Try to derive F","ktvalaku","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given]/H","6328.35",1,TRUE,2,22.8999999999996,2,2,2,0,2
"223",NA,"Try to derive (F+G)","ktvalaku","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism]/H","6354.6",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"224",NA,"Try to derive (F+G)","ktvalaku","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(-(F+G)+H)[6;1;Implication],((-F*-G)+H)[7;6;DeMorgan's Law]/H","6423.11",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"225",NA,"Try to derive (F+G)","ktvalaku","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(-(F+G)+H)[6;1;Implication],((-F*-G)+H)[7;6;DeMorgan's Law],(H+(-F*-G))[8;7;Commutative],((H+-F)*(H+-G))[9;8;Distributive],(H+-F)[10;9;Simplification]/H","6506.1",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"226",NA,"Try to derive K","ktvalaku","2.-1.3.0","(L*K)[1;0;Given],((K*O)>(Q>P))[2;0;Given],O[3;0;Given],(P>R)[4;0;Given]/(Q>R)","3.719",1,TRUE,1,9.795,1,1,1,0,1
"227",NA,"Try to derive (Q>P)","ktvalaku","2.-1.3.0","(L*K)[1;0;Given],((K*O)>(Q>P))[2;0;Given],O[3;0;Given],(P>R)[4;0;Given],K[5;1;Simplification]/(Q>R)","15.906",1,TRUE,0,0,0,0,0,0,0
"228",NA,"Try to derive (K*O)","ktvalaku","2.-1.3.0","(L*K)[1;0;Given],((K*O)>(Q>P))[2;0;Given],O[3;0;Given],(P>R)[4;0;Given],K[5;1;Simplification],(K*O)[6;3,5;Conjunction],(Q>P)[7;6,2;Modus Ponens]/(Q>R)","52.372",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"229",NA,"Try to derive (Q>P)","ktvalaku","2.-1.3.0","(L*K)[1;0;Given],((K*O)>(Q>P))[2;0;Given],O[3;0;Given],(P>R)[4;0;Given],K[5;1;Simplification],(K*O)[6;3,5;Conjunction]/(Q>R)","62.427",1,TRUE,0,0,0,0,0,0,0
"230",NA,"Try to derive -(-K+-Z)","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given]/(-C+-D)","31.674",1,TRUE,0,0,0,1,0,0,0
"231",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens]/(-C+-D)","182.543",1,TRUE,1,7.32599999999999,1,1,1,0,1
"232",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens]/(-C+-D)","192.194",1,TRUE,0,0,0,0,0,0,0
"233",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens]/(-C+-D)","193.193",1,TRUE,0,0,0,0,0,0,0
"234",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens]/(-C+-D)","193.75",1,TRUE,0,0,0,0,0,0,0
"235",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens]/(-C+-D)","194.444",1,TRUE,0,0,0,0,0,0,0
"236",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens]/(-C+-D)","194.733",1,TRUE,0,0,0,0,0,0,0
"237",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens]/(-C+-D)","194.951",1,TRUE,0,0,0,0,0,0,0
"238",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens],--C[8;5,2;Modus Tollens]/(-C+-D)","280.001",1,TRUE,0,0,0,0,1,0,0
"239",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens],(--C+F)[8;2;Implication],--C[9;8,5;Disjunctive Syllogism]/(-C+-D)","359.466",1,TRUE,0,0,0,1,0,0,0
"240",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens],C[8;1;Simplification],(-C+-D)[9;;Implication]/(-C+-D)","967.925",1,TRUE,0,0,0,0,0,0,0
"241",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens],C[8;1;Simplification],(-C+-D)[9;;Implication]/(-C+-D)","968.74",1,TRUE,0,0,0,0,0,0,0
"242",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens],C[8;1;Simplification],(-F>--C)[9;2;Contrapositive]/(-C+-D)","1298.02",1,TRUE,0,0,0,1,0,0,0
"243",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens],C[8;1;Simplification],(-C+-D)[9;;Implication],(C+-F)[10;8;Addition]/(-C+-D)","1496.03",1,TRUE,0,0,0,1,0,0,0
"244",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens],C[8;1;Simplification],(-C+-D)[9;;Implication],(C+-F)[10;8;Addition],(-C>-F)[11;10;Implication]/(-C+-D)","1550.51",1,TRUE,0,0,1,0,0,0,0
"245",NA,"Try to derive -D","ktvalaku","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens],-D[7;4,6;Modus Tollens],C[8;1;Simplification]/(-C+-D)","1906.77",1,TRUE,0,0,0,0,0,0,0
"246",NA,"Try to derive -K","ktvalaku","3.-1.2.1","(Z>K)[1;0;Given],C[2;0;Given],(-Z+-K)[3;0;Given],((C+D)>(-F*-K))[4;0;Given],(C+D)[5;2;Addition],(-F*-K)[6;5,4;Modus Ponens]/-Z","92.225",1,TRUE,1,4.345,1,0,1,0,1
"247",NA,"Try to derive (-Y+T)>(X+S)","ktvalaku","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given]/(X+S)","29.45",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"248",NA,"Try to derive (-Y+T)>(X+S)","ktvalaku","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],Z[5;2;Simplification],(-Y>X)[6;1,5;Modus Ponens]/(X+S)","172.257",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"249",NA,"Try to derive (-Y+T)>(X+S)","ktvalaku","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given]/(X+S)","251.976",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"250",NA,"Try to derive (-Y+T)>(X+S)","ktvalaku","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],-W[5;2;Simplification],(T>S)[6;3,5;Disjunctive Syllogism],(-T+S)[7;6;Implication]/(X+S)","340.765",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"251",NA,"Try to derive (-Y+T)>(X+S)","ktvalaku","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],-W[5;2;Simplification],(T>S)[6;3,5;Disjunctive Syllogism],(-T+S)[7;6;Implication],Z[8;2;Simplification],(-Y>X)[9;8,1;Modus Ponens]/(X+S)","363.782",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"252",NA,"Try to derive (-Y+T)>(X+S)","ktvalaku","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],-W[5;2;Simplification],(T>S)[6;3,5;Disjunctive Syllogism],Z[7;2;Simplification],(-Y>X)[8;7,1;Modus Ponens],((T+-Y)>(S+X))[9;6,8;Constructive Dilemma]/(X+S)","572.737",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"253",NA,"Try to derive G","ktvalaku","4.-1.3.1","((A>B)*(-D>F))[1;0;Given],(A+-D)[2;0;Given],(-A>(D+G))[3;0;Given],-A[4;0;Given],(D+G)[5;4,3;Modus Ponens]/((B+F)*G)","30.862",1,TRUE,2,17.934,3,1,2,0,2
"254",NA,"Try to derive (B+F)","ktvalaku","4.-1.3.1","((A>B)*(-D>F))[1;0;Given],(A+-D)[2;0;Given],(-A>(D+G))[3;0;Given],-A[4;0;Given],(D+G)[5;4,3;Modus Ponens],-D[6;4,2;Disjunctive Syllogism],G[7;6,5;Disjunctive Syllogism]/((B+F)*G)","69.034",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"255",NA,"Try to derive -F","ktvalaku","4.-1.3.0","((-F+G)>(W+-G))[1;0;Given],((-Y>-F)*(E>G))[2;0;Given],(-Y+E)[3;0;Given],-W[4;0;Given]/(-F*-G)","8.618",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"256",NA,"Try to derive K>-R","ktvalaku","5.1.2.0","(K>M)[1;0;Given],(Z>R)[2;0;Given],-(K>R)[3;0;Given]/(M*-Z)","15.036",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"257",NA,"Try to derive -Z","ktvalaku","5.1.2.0","(K>M)[1;0;Given],(Z>R)[2;0;Given],-(K>R)[3;0;Given],-(-K+R)[4;3;Implication],(--K*-R)[5;4;DeMorgan's Law],(K*-R)[6;5;Double Negation],K[7;6;Simplification]/(M*-Z)","116.683",1,TRUE,2,11.786,3,3,3,0,2
"258",NA,"Try to derive (-A>-B)","ktvalaku","5.-1.2.0","-(G*A)[1;0;Given],(B>A)[2;0;Given],(-G+-A)[3;1;DeMorgan's Law],(--G>-A)[4;3;Implication],(G>-A)[5;4;Double Negation]/(G>-B)","55.737",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"259",NA,"Try to derive -G>-B","ktvalaku","5.-1.3.0","-(-G*B)[1;0;Given],(G>D)[2;0;Given]/(-B+D)","23.664",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"260",NA,"Try to derive -Y","ktvalaku","5.-1.3.0","(Y>F)[1;0;Given],---F[2;0;Given],-F[3;2;Double Negation],-Y[4;3,1;Modus Tollens],(-Y*-F)[5;3,4;Conjunction]/-(Y+F)","69.991",1,TRUE,0,0,0,0,0,0,0
"261",NA,"Try to derive -D>S","ktvalaku","6.1.1.0","(S+B)[1;0;Given],(B>D)[2;0;Given],(S>G)[3;0;Given]/(D+G)","20.199",1,TRUE,4,57.323,6,5,4,0,4
"262",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","22.392",1,TRUE,4,126.409,6,4,2,0,2
"263",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],(-A+(B*C))[4;1;Implication]/B","47.442",1,TRUE,3,101.359,6,3,2,0,1
"264",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],(-A+(B*C))[4;1;Implication]/B","322.615",1,TRUE,3,-173.814,3,3,2,0,1
"265",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],(-A+(B*C))[4;1;Implication]/B","325.114",1,TRUE,3,-176.313,3,3,2,0,1
"266",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],(-A+(B*C))[4;1;Implication]/B","326.397",1,TRUE,3,-177.596,3,3,2,0,1
"267",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],(-A+(B*C))[4;1;Implication]/B","329.752",1,TRUE,3,-180.951,3,3,2,0,1
"268",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],(-A+(B*C))[4;1;Implication]/B","330.576",1,TRUE,3,-181.775,3,3,2,0,1
"269",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],(-A+(B*C))[4;1;Implication]/B","332.201",1,TRUE,3,-183.4,3,3,2,0,1
"270",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],(-A+(B*C))[4;1;Implication]/B","332.849",1,TRUE,3,-184.048,3,3,2,0,1
"271",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],(-A+(B*C))[4;1;Implication]/B","353.412",1,TRUE,3,-204.611,3,3,2,0,1
"272",NA,"Try to derive -D","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","14.687",1,TRUE,1,134.114,3,2,2,0,1
"273",NA,"Try to derive (B*C)","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],-D[4;3;Simplification],A[5;2,4;Disjunctive Syllogism]/B","302.268",1,TRUE,0,0,1,0,1,0,0
"274",NA,"Try to derive (B*C)","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],-D[4;3;Simplification],A[5;2,4;Disjunctive Syllogism],(-A+(B*C))[6;1;Implication]/B","351.033",1,TRUE,0,0,0,0,0,0,0
"275",NA,"Try to derive (B*C)","msmith7","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],-D[4;3;Simplification],A[5;2,4;Disjunctive Syllogism],(-A+(B*C))[6;1;Implication],((-A+B)*(-A+C))[7;6;Distributive],(-A+B)[8;7;Simplification]/B","380.805",1,TRUE,0,0,1,0,0,0,0
"276",NA,"Try to derive -L","msmith7","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given]/S","9.33",1,TRUE,6,293.549,4,3,4,1,2
"277",NA,"Try to derive -L","msmith7","1.0.2.0","undefined","1175.88",1,TRUE,6,-873.001,4,3,4,1,2
"278",NA,"Try to derive -L","msmith7","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given]/S","2.178",1,TRUE,6,300.701,4,3,4,0,2
"279",NA,"Try to derive -L","msmith7","1.0.2.0","undefined","6.129",1,TRUE,4,296.75,4,3,4,0,2
"280",NA,"Try to derive (S+L)","msmith7","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],(U+-L)[4;2;Implication],-L[5;4,3;Disjunctive Syllogism]/S","307.759",1,TRUE,0,0,0,0,0,0,0
"281",NA,"Try to derive -L","msmith7","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],(U+-L)[4;2;Implication]/S","42.401",1,TRUE,1,2.20099999999999,1,1,2,0,1
"282",NA,"Try to derive (S+L)","msmith7","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],-L[4;3,2;Modus Ponens]/S","56.743",1,TRUE,0,0,1,0,1,0,0
"283",NA,"Try to derive S","msmith7","2.1.1.0","((-T*S)>-R)[1;0;Given],-T[2;0;Given],((-Q+P)>S)[3;0;Given],(Q>T)[4;0;Given]/(-R+N)","38.002",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"284",NA,"Try to derive -R","msmith7","2.1.1.0","((-T*S)>-R)[1;0;Given],-T[2;0;Given],((-Q+P)>S)[3;0;Given],(Q>T)[4;0;Given],(-Q+T)[5;4;Implication],-Q[6;5,2;Disjunctive Syllogism],(-(-Q+P)+S)[7;3;Implication],((--Q*-P)+S)[8;7;DeMorgan's Law]/(-R+N)","250.088",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"285",NA,"Try to derive -R","msmith7","2.1.1.0","((-T*S)>-R)[1;0;Given],-T[2;0;Given],((-Q+P)>S)[3;0;Given],(Q>T)[4;0;Given],(-Q+T)[5;4;Implication],-Q[6;5,2;Disjunctive Syllogism],(-(-Q+P)+S)[7;3;Implication],((--Q*-P)+S)[8;7;DeMorgan's Law],(-(--Q*-P)>S)[9;8;Implication]/(-R+N)","282.433",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"286",NA,"Try to derive (I*Q)","msmith7","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given]/Y","48.189",1,TRUE,0,0,0,1,0,0,0
"287",NA,"Try to derive (I*Q)","msmith7","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(S>Y)[5;4,3;Modus Tollens]/Y","91.145",1,TRUE,0,0,0,0,0,0,0
"288",NA,"Try to derive (D+Y)","msmith7","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(S>Y)[5;4,3;Modus Tollens],(I*Q)[6;1,5;Disjunctive Syllogism]/Y","112.394",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"289",NA,"Try to derive (S>Y)","msmith7","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(S>Y)[5;4,3;Modus Tollens],(I*Q)[6;1,5;Disjunctive Syllogism],D[7;6,2;Modus Ponens]/Y","149.679",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"290",NA,"Try to derive (S>Y)","msmith7","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(S>Y)[5;4,3;Modus Tollens],(I*Q)[6;1,5;Disjunctive Syllogism],D[7;6,2;Modus Ponens],(D+Y)[8;7;Addition]/Y","173.313",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"291",NA,"Try to derive (-Y+T)>(X+S)","msmith7","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given]/(X+S)","147.447",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"292",NA,"Try to derive (-Y+T)>(X+S)","msmith7","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],(Y>T)[5;4;Implication],Z[6;2;Simplification],(-Y>X)[7;6,1;Modus Ponens]/(X+S)","194.474",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"293",NA,"Try to derive (-Y+T)>(X+S)","msmith7","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],(Y>T)[5;4;Implication],Z[6;2;Simplification],(-Y>X)[7;6,1;Modus Ponens],-W[8;2;Simplification],(T>S)[9;8,3;Disjunctive Syllogism],((-Y>X)*(T>S))[10;9,7;Conjunction]/(X+S)","758.636",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"294",NA,"Try to derive (-Y+T)>(X+S)","msmith7","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],(Y>T)[5;4;Implication],Z[6;2;Simplification],(-Y>X)[7;6,1;Modus Ponens],-W[8;2;Simplification],(T>S)[9;8,3;Disjunctive Syllogism],((-Y>X)*(T>S))[10;9,7;Conjunction]/(X+S)","759.468",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"295",NA,"Try to derive (-Y+T)>(X+S)","msmith7","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],(Y>T)[5;4;Implication],Z[6;2;Simplification],(-Y>X)[7;6,1;Modus Ponens],-W[8;2;Simplification],(T>S)[9;8,3;Disjunctive Syllogism],(Y+X)[10;7;Implication],(-T+S)[11;9;Implication]/(X+S)","809.244",1,TRUE,4,203.146,2,6,4,0,0
"296",NA,"Try to derive ((-Y>X)*(T>S))","msmith7","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],(Y>T)[5;4;Implication],Z[6;2;Simplification],(-Y>X)[7;6,1;Modus Ponens],-W[8;2;Simplification],(T>S)[9;8,3;Disjunctive Syllogism],((-Y>X)*(T>S))[10;9,7;Conjunction],((-Y+T)>(X+S))[11;7,9;Constructive Dilemma]/(X+S)","1031.36",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"297",NA,"Try to derive (-Y*-F)","msmith7","5.-1.3.0","(Y>F)[1;0;Given],---F[2;0;Given],(-Y+F)[3;1;Implication],-F[4;2;Double Negation],-Y[5;4,3;Disjunctive Syllogism]/-(Y+F)","42.867",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"298",NA,"Try to derive (-Y*-F)","msmith7","5.-1.3.0","(Y>F)[1;0;Given],---F[2;0;Given],(-Y+F)[3;1;Implication],-F[4;2;Double Negation],-Y[5;4,3;Disjunctive Syllogism],(-Y+-F)[6;5;Addition]/-(Y+F)","92.964",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"299",NA,"Try to derive (-D>G)","msmith7","6.1.1.0","(S+B)[1;0;Given],(B>D)[2;0;Given],(S>G)[3;0;Given],(-S+G)[4;3;Implication],(-S>B)[5;1;Implication],(-B>--S)[6;5;Contrapositive],(-B>S)[7;6;Double Negation],(-D>-B)[8;2;Contrapositive],(-D>S)[9;8,7;Hypothetical Syllogism]/(D+G)","953.117",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"300",NA,"Try to derive A","dalacey","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given],-D[4;3;Simplification],A[5;2,4;Disjunctive Syllogism],(B*C)[6;1,5;Modus Ponens]/B","59260",1,TRUE,0,0,1,0,0,0,0
"301",NA,"Try to derive F","dalacey","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given]/H","14.912",1,TRUE,2,19.732,2,2,2,0,2
"302",NA,"Try to derive F","dalacey","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(F+G)[6;5;Addition]/H","75.853",1,TRUE,0,0,1,0,1,0,0
"303",NA,"Try to derive P","dalacey","2.-1.3.1","(Q>K)[1;0;Given],(R*O)[2;0;Given],(K>P)[3;0;Given],Q[4;0;Given]/(P*R)","11.728",1,TRUE,2,11.658,2,3,2,0,2
"304",NA,"Try to derive K","dalacey","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given],(-J+Z)[4;3;Implication]/((J+L)+K)","101.275",1,TRUE,4,143.1,4,4,4,0,2
