studentID,collaborators,interaction,numInteractionCurr,numInteractionTotal,direction,proofDir,action,rule,numAction1Curr,numAction2Curr,numAction3Curr,numAction4Curr,numAction5Curr,numAction6Curr,numAction7Curr,numAction8Curr,numAction9Curr,numAction10Curr,numAction1Total,numAction2Total,numAction3Total,numAction4Total,numAction5Total,numAction6Total,numAction7Total,numAction8Total,numAction9Total,numAction10Total,currPrb,hintType,hintGiven,isForced,hintCount,stepTime,elTime,certificate,numProblemsCompleted,PPType,numAttempts,hintFollow
bhtang,slmendez,1539,1,64,0,0,1,(Z*-W),1,0,0,0,0,0,0,0,0,0,26,10,20,0,6,1,0,0,1,0,4.1.2.0,3,Try to derive (Z>(-Y>X)),1,1,34.057,34.057,,12,0,2,0
bhtang,slmendez,1560,15,78,0,0,3,DS,6,1,5,0,3,0,0,0,0,0,31,11,25,0,9,1,0,0,1,0,4.1.2.0,3,Try to derive ((-Y>X)*(T>S)),1,0,1.034000000000006,92.087,,12,0,2,0
bhtang,slmendez,1571,19,82,0,0,3,Impl,8,1,7,0,3,0,0,0,0,0,33,11,27,0,9,1,0,0,1,0,4.1.2.0,3,Try to derive ((-Y>X)*(T>S)),1,1,2.9739999999999895,131.825,,12,0,2,0
bhtang,slmendez,1593,31,94,0,0,3,Impl,14,1,12,0,4,0,0,0,0,0,39,11,32,0,10,1,0,0,1,0,4.1.2.0,3,Try to derive ((-Y>X)*(T>S)),1,1,8.798000000000002,184.379,,12,0,2,0
aglong,,542,1,1,0,0,1,(B>D),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1.1.0,3,Try to derive (-D>G),1,1,22.065,22.065,,2,10,0,0
aglong,,276,8,8,0,0,3,MP,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3.-1.3.0,3,Try to derive (D+Y),1,0,50.479,124.687,,3,2,0,0
aglong,,278,9,9,0,0,9,,4,0,4,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,1,0,3.-1.3.0,3,Try to derive (S>Y),1,1,58.25500000000001,182.942,,3,2,0,0
aglong,,286,3,12,0,0,1,((S>Y)+(I*Q)),2,0,1,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,1,0,3.-1.3.0,3,Try to derive I*Q,1,1,14.639000000000003,43.212,,3,2,1,1
aglong,,295,4,17,0,1,3,DS,2,0,2,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,1,0,3.-1.3.0,3,Try to derive I*Q,1,0,17.841,51.754,,3,2,2,1
aglong,,298,7,20,0,1,3,MP,4,0,3,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,1,0,3.-1.3.0,3,Try to derive S,1,0,7.907000000000004,69.013,,3,2,2,0
aglong,,487,3,3,0,0,1,(Y>F),1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5.-1.3.0,3,Try to derive -Y*-F,1,1,16.277,25.788,,6,3,0,1
aglong,,174,1,1,0,0,1,(L*K),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.-1.3.0,3,Try to derive K,1,1,106.026,106.026,,7,7,0,1
aglong,,189,11,11,0,0,1,(Q>P),6,0,3,0,2,0,0,0,0,0,6,0,3,0,2,0,0,0,0,0,2.-1.3.0,3,Try to derive (K*O),1,1,21.177999999999997,177.418,,7,7,0,0
aglong,,47,13,13,0,0,1,(B*C),6,2,4,0,1,0,0,0,0,0,6,2,4,0,1,0,0,0,0,0,1.0.1.0,3,Try to derive A,1,1,16.49599999999998,604.062,,9,0,0,1
aglong,,59,1,1,0,0,1,(-U>-L),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0.2.0,3,Try to derive -L,1,1,43.125,43.125,,10,0,0,1
aglong,,329,1,1,0,0,1,(-O*(-W>A)),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1.1.0,3,Try to derive -(R*N),1,1,18.015,18.015,,12,1,0,0
aglong,,345,13,13,0,0,1,((U>K)+(R*N)),6,3,3,0,1,0,0,0,0,0,6,3,3,0,1,0,0,0,0,0,4.1.1.0,3,Try to derive (K>A),1,1,13.869,94.185,,12,1,0,0
aglong,,348,16,16,0,0,1,(-O*(-W>A)),8,3,4,0,1,0,0,0,0,0,8,3,4,0,1,0,0,0,0,0,4.1.1.0,3,Try to derive (K>A),1,1,17.732,116.087,,12,1,0,0
emalhajj,,502,1,1,0,0,1,(B>(A>J)),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1.2.0,3,Try to derive A>J,1,1,25.645,25.645,,1,13,0,0
emalhajj,,523,11,11,0,0,1,((B*A)>J),4,2,4,0,1,0,0,0,0,0,4,2,4,0,1,0,0,0,0,0,2.1.2.0,3,Try to derive A>J,1,1,26.531999999999982,311.318,,1,13,0,0
emalhajj,,535,16,16,0,0,7,get,6,2,6,0,1,0,1,0,0,0,6,2,6,0,1,0,1,0,0,0,2.1.2.0,3,Try to derive A>J,0,1,1.4729999999999563,436.693,,1,13,0,0
emalhajj,,537,18,18,0,0,7,get,7,2,6,0,1,0,2,0,0,0,7,2,6,0,1,0,2,0,0,0,2.1.2.0,3,Try to derive A>J,0,2,2.1229999999999905,441.835,,1,13,0,0
emalhajj,,541,1,19,0,1,1,-(A>-C),1,0,0,0,0,0,0,0,0,0,8,2,6,0,1,0,2,0,0,0,2.1.2.0,3,Try to derive A>J,1,1,10.865,10.865,,1,13,1,0
emalhajj,,559,14,32,0,1,7,get,5,5,3,0,0,0,1,0,0,0,12,7,9,0,1,0,3,0,0,0,2.1.2.0,3,Try to derive A>J,0,2,16.246999999999986,221.915,,1,13,1,0
emalhajj,,578,22,40,0,1,1,(-B+(A>J)),8,5,7,0,1,0,1,0,0,0,15,7,13,0,2,0,3,0,0,0,2.1.2.0,3,Try to derive A>J,1,1,21.913999999999987,476.168,,1,13,1,0
emalhajj,,588,31,49,0,1,7,get,13,7,8,0,1,0,2,0,0,0,20,9,14,0,2,0,4,0,0,0,2.1.2.0,3,Try to derive A>J,0,2,17.37200000000007,594.1,,1,13,1,0
emalhajj,,619,2,53,0,0,1,(B>(A>J)),1,0,0,0,0,0,0,0,1,0,21,9,14,0,2,0,4,0,3,0,2.1.2.0,3,Try to derive A>J,1,1,53.186,53.442,,1,13,4,0
emalhajj,,622,4,55,0,0,7,get,1,1,0,0,0,0,1,0,1,0,21,10,14,0,2,0,5,0,3,0,2.1.2.0,3,Try to derive A>J,0,2,14.895000000000003,78.143,,1,13,4,0
emalhajj,,625,6,57,0,0,7,get,2,1,0,0,0,0,2,0,1,0,22,10,14,0,2,0,6,0,3,0,2.1.2.0,3,Try to derive A>J,0,3,1.625,83.632,,1,13,4,0
emalhajj,,650,1,58,0,0,1,(B>(A>J)),1,0,0,0,0,0,0,0,0,0,23,10,14,0,2,0,6,0,3,0,2.1.2.0,3,Try to derive A>J,1,1,38.523,38.523,,1,13,5,0
emalhajj,,696,1,1,0,0,1,(-Z*-R),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.-1.1.0,3,Try to derive -Z,1,1,14.537,14.537,,1,2,0,1
emalhajj,,711,12,12,0,0,2,(J+K),5,2,4,0,1,0,0,0,0,0,5,2,4,0,1,0,0,0,0,0,3.-1.1.0,3,Try to derive (J+(L+K)),1,1,30.522999999999996,120.073,,1,2,0,0
emalhajj,,725,22,22,0,0,6,(J+(K+L)),9,3,7,0,2,1,0,0,0,0,9,3,7,0,2,1,0,0,0,0,3.-1.1.0,3,Try to derive (J+(L+K)),1,0,18.299999999999983,197.307,,1,2,0,0
emalhajj,,727,24,24,0,0,7,get,10,3,7,0,2,1,1,0,0,0,10,3,7,0,2,1,1,0,0,0,3.-1.1.0,3,Try to derive (J+(L+K)),0,1,13.306000000000012,212.107,,1,2,0,0
emalhajj,,758,44,44,0,0,3,DS,19,5,11,0,3,5,1,0,0,0,19,5,11,0,3,5,1,0,0,0,3.-1.1.0,3,Try to derive (J+(L+K)),1,0,13.939999999999998,396.565,,1,2,0,0
emalhajj,,760,46,46,0,0,7,get,20,5,11,0,3,5,2,0,0,0,20,5,11,0,3,5,2,0,0,0,3.-1.1.0,3,Try to derive (J+(L+K)),0,1,2.6440000000000055,401.107,,1,2,0,0
emalhajj,,761,47,47,0,0,7,get,20,5,11,0,3,5,3,0,0,0,20,5,11,0,3,5,3,0,0,0,3.-1.1.0,3,Try to derive (J+(L+K)),0,2,1.5579999999999927,402.665,,1,2,0,0
emalhajj,,784,1,1,0,0,1,((I*Q)>D),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.-1.3.0,3,Try to derive I*Q,1,1,21.716,21.716,,3,2,0,1
emalhajj,,788,3,3,0,0,7,get,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3.-1.3.0,3,Try to derive I*Q,0,1,3.6310000000000073,65.257,,3,2,0,1
emalhajj,,792,4,4,0,0,1,((I*Q)>D),2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,3.-1.3.0,3,Try to derive I*Q,1,1,33.818,99.075,,3,2,0,1
emalhajj,,796,7,7,0,0,3,MP,3,0,3,0,0,0,1,0,0,0,3,0,3,0,0,0,1,0,0,0,3.-1.3.0,3,Try to derive I*Q,1,0,24.848,130.845,,3,2,0,1
emalhajj,,808,4,13,0,0,3,DS,2,0,2,0,0,0,0,0,0,0,6,0,5,0,0,0,1,0,1,0,3.-1.3.0,3,Try to derive I*Q,1,0,9.605,28.459,,3,2,1,1
emalhajj,,810,6,15,0,0,7,get,3,0,2,0,0,0,1,0,0,0,7,0,5,0,0,0,2,0,1,0,3.-1.3.0,3,Try to derive (D+Y),0,1,6.579999999999998,36.988,,3,2,1,0
emalhajj,,816,12,21,0,0,7,get,6,1,3,0,0,0,2,0,0,0,10,1,6,0,0,0,3,0,1,0,3.-1.3.0,3,Try to derive (S>Y),0,1,4.655999999999999,67.402,,3,2,1,0
emalhajj,,817,13,22,0,0,7,get,6,1,3,0,0,0,3,0,0,0,10,1,6,0,0,0,4,0,1,0,3.-1.3.0,3,Try to derive (S>Y),0,2,3.8220000000000027,71.224,,3,2,1,0
emalhajj,,825,19,28,0,0,7,get,8,3,3,0,0,1,4,0,0,0,12,3,6,0,0,1,5,0,1,0,3.-1.3.0,3,Try to derive (S>Y),0,1,1.2980000000000018,105.114,,3,2,1,0
emalhajj,,840,28,37,0,0,7,get,12,3,7,0,0,1,5,0,0,0,16,3,10,0,0,1,6,0,1,0,3.-1.3.0,3,Try to derive (S>Y),0,2,3.704999999999984,238.968,,3,2,1,0
emalhajj,,1007,1,1,0,0,10,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.-1.2.0,3,Try to derive (-Y+T)>(X+S),1,1,16.484,16.484,,3,1,0,0
emalhajj,,1009,2,2,0,0,1,((D>F)*-G),1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4.-1.2.0,3,Try to derive -B,1,1,10.715999999999998,27.2,,3,1,0,1
emalhajj,,1028,14,14,0,0,3,Simp,5,2,4,0,2,0,0,0,0,1,5,2,4,0,2,0,0,0,0,1,4.-1.2.0,3,Try to derive (C>D),1,1,4.694000000000003,98.903,,3,1,0,0
emalhajj,,844,1,2,0,0,1,(-D>-I),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.-1.3.1,3,Try to derive S>D,1,1,22.066,22.066,,5,2,1,1
emalhajj,,852,7,8,0,0,7,get,4,0,2,0,0,0,1,0,0,0,4,0,2,0,0,0,1,0,0,1,3.-1.3.1,3,Try to derive (-S+Q),0,1,5.463000000000001,48.057,,5,2,1,0
emalhajj,,861,12,13,0,0,7,get,5,2,3,0,0,0,2,0,0,0,5,2,3,0,0,0,2,0,0,1,3.-1.3.1,3,Try to derive (-S+Q),0,1,5.27000000000001,78.513,,5,2,1,0
emalhajj,,1506,1,1,0,0,3,DN,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.-1.3.0,3,Try to derive -Y*-F,1,1,19.649,19.649,,7,6,0,1
emalhajj,,1521,9,9,0,0,2,(-Y+F),3,2,3,0,1,0,0,0,0,0,3,2,3,0,1,0,0,0,0,0,5.-1.3.0,3,Try to derive -Y*-F,1,1,29.721000000000004,102.382,,7,6,0,1
emalhajj,,1529,14,14,0,0,3,Conj,5,3,5,0,1,0,0,0,0,0,5,3,5,0,1,0,0,0,0,0,5.-1.3.0,3,Try to derive -Y*-F,1,1,11.532999999999987,141.165,,7,6,0,1
emalhajj,,1090,1,1,0,0,1,((A>-B)+C),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.1.1.0,3,Try to derive B>-A,1,1,31.756,31.756,,8,6,0,0
emalhajj,,1109,11,11,0,0,7,get,5,1,4,0,0,0,1,0,0,0,5,1,4,0,0,0,1,0,0,0,5.1.1.0,3,Try to derive (B>-A),0,1,3.2009999999999934,177.833,,8,6,0,0
emalhajj,,1116,16,16,0,0,2,(-B+-A),7,2,6,0,0,0,1,0,0,0,7,2,6,0,0,0,1,0,0,0,5.1.1.0,3,Try to derive (B>-A),1,1,24.30800000000002,243.919,,8,6,0,0
emalhajj,,670,2,2,0,0,1,(K>O),1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.-1.2.0,3,Try to derive M*N,1,1,5.257999999999999,11.229,,9,13,0,1
emalhajj,,680,8,8,0,0,3,MP,3,0,3,0,1,0,0,0,0,1,3,0,3,0,1,0,0,0,0,1,2.-1.2.0,3,Try to derive M*N,1,0,14.048000000000002,111.041,,9,13,0,1
emalhajj,,1767,2,2,0,0,1,(J>H),1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6.-1.2.0,3,Try to derive H,1,1,19.595,22.067,,10,18,0,1
emalhajj,,1770,5,5,0,0,7,get,2,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,1,6.-1.2.0,3,Try to derive --W,0,1,8.418999999999997,33.55,,10,18,0,1
emalhajj,,1788,16,16,0,0,2,(-(-H*-F)>--W),6,3,5,0,0,0,1,0,0,1,6,3,5,0,0,0,1,0,0,1,6.-1.2.0,3,Try to derive --W,1,1,20.206999999999994,259.919,,10,18,0,1
emalhajj,,1794,21,21,0,0,2,(-W>(-H*-F)),8,4,6,0,0,1,1,0,0,1,8,4,6,0,0,1,1,0,0,1,6.-1.2.0,3,Try to derive --W,1,1,69.28399999999999,354.931,,10,18,0,1
emalhajj,,1810,33,33,0,0,1,(--W+(-H*-F)),14,8,7,0,1,1,1,0,0,1,14,8,7,0,1,1,1,0,0,1,6.-1.2.0,3,Try to derive --W,1,1,5.90300000000002,471.86,,10,18,0,1
emalhajj,,1819,41,41,0,0,3,DeM,17,10,10,0,1,1,1,0,0,1,17,10,10,0,1,1,1,0,0,1,6.-1.2.0,3,Try to derive --W,1,1,7.108000000000004,509.335,,10,18,0,1
emalhajj,,1841,2,56,0,1,3,CP,1,0,1,0,0,0,0,0,0,0,23,14,14,0,2,1,1,0,0,1,6.-1.2.0,3,Try to derive --H+--F,1,0,20.404,25.22,,10,18,1,0
emalhajj,,1848,9,63,0,1,3,DN,5,1,3,0,0,0,0,0,0,0,27,15,16,0,2,1,1,0,0,1,6.-1.2.0,3,Try to derive --W,1,0,17.755000000000003,56.323,,10,18,1,1
emalhajj,,1850,11,65,0,1,3,DeM,6,1,4,0,0,0,0,0,0,0,28,15,17,0,2,1,1,0,0,1,6.-1.2.0,3,Try to derive --W,1,1,11.538999999999994,71.13,,10,18,1,1
emalhajj,,1872,23,77,0,1,1,(-(-H*-F)>--W),13,4,5,0,1,0,0,0,0,0,35,18,18,0,3,1,1,0,0,1,6.-1.2.0,3,Try to derive --W,1,1,13.015999999999991,182.297,,10,18,1,1
emalhajj,,1886,34,88,0,1,3,DN,17,7,9,0,1,0,0,0,0,0,39,21,22,0,3,1,1,0,0,1,6.-1.2.0,3,Try to derive --W,1,1,14.51600000000002,300.47,,10,18,1,1
emalhajj,,1893,1,2,0,0,7,get,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.-1.2.1,3,Try to derive -K+--N,0,2,11.107,11.107,,10,18,1,1
emalhajj,,1894,2,3,0,0,7,get,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,6.-1.2.1,3,Try to derive -K+--N,0,3,0.9870000000000001,12.094,,10,18,1,1
emalhajj,,1904,10,11,0,0,7,get,3,2,2,0,0,0,3,0,0,0,3,2,2,0,0,0,3,0,0,1,6.-1.2.1,3,Try to derive -K+--N,0,1,7.135999999999996,76.113,,10,18,1,1
emalhajj,,1905,11,12,0,0,7,get,3,2,2,0,0,0,4,0,0,0,3,2,2,0,0,0,4,0,0,1,6.-1.2.1,3,Try to derive -K+--N,0,2,3.013999999999996,79.127,,10,18,1,1
emalhajj,,1906,12,13,0,0,7,get,3,2,2,0,0,0,5,0,0,0,3,2,2,0,0,0,5,0,0,1,6.-1.2.1,3,Try to derive -K+--N,0,3,1.0910000000000082,80.218,,10,18,1,1
emalhajj,,1922,3,22,0,0,7,get,1,0,1,0,0,0,1,0,0,0,7,4,3,0,0,0,6,0,1,1,6.-1.2.1,3,Try to derive -K+--N,0,1,5.054,10.429,,10,18,2,1
emalhajj,,1927,7,26,0,0,7,get,2,0,2,0,1,0,2,0,0,0,8,4,4,0,1,0,7,0,1,1,6.-1.2.1,3,Try to derive -K+--N,0,1,0.9719999999999978,31.502,,10,18,2,1
emalhajj,,1928,8,27,0,0,7,get,2,0,2,0,1,0,3,0,0,0,8,4,4,0,1,0,8,0,1,1,6.-1.2.1,3,Try to derive -K+--N,0,2,1.1329999999999991,32.635,,10,18,2,1
emalhajj,,1759,35,35,0,1,7,get,10,3,14,0,6,1,1,0,0,0,10,3,14,0,6,1,1,0,0,0,6.1.3.0,3,Try to derive undefined,0,1,32.885000000000105,658.363,,12,18,0,0
emalhajj,,1760,36,36,0,1,7,get,10,3,14,0,6,1,2,0,0,0,10,3,14,0,6,1,2,0,0,0,6.1.3.0,3,Try to derive undefined,0,2,1.377999999999929,659.741,,12,18,0,0
emalhajj,,18,4,4,0,0,7,get,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1.0.1.0,3,Try to derive (B*C),0,2,20.04400000000001,110.492,,13,0,0,1
emalhajj,,54,28,28,0,0,7,get,17,6,2,0,1,0,2,0,0,0,17,6,2,0,1,0,2,0,0,0,1.0.1.0,3,Try to derive (B*C),0,1,2.4110000000000014,247.545,,13,0,0,1
emalhajj,,100,56,56,0,0,7,get,38,11,3,0,1,0,3,0,0,0,38,11,3,0,1,0,3,0,0,0,1.0.1.0,3,Try to derive (B*C),0,1,1.36099999999999,451.872,,13,0,0,1
emalhajj,,108,61,61,0,0,7,get,40,11,3,0,1,2,4,0,0,0,40,11,3,0,1,2,4,0,0,0,1.0.1.0,3,Try to derive (B*C),0,1,1.5840000000000032,475.247,,13,0,0,1
emalhajj,,109,62,62,0,0,7,get,40,11,3,0,1,2,5,0,0,0,40,11,3,0,1,2,5,0,0,0,1.0.1.0,3,Try to derive (B*C),0,2,1.1999999999999886,476.447,,13,0,0,1
emalhajj,,112,65,65,0,0,7,get,41,12,3,0,1,2,6,0,0,0,41,12,3,0,1,2,6,0,0,0,1.0.1.0,3,Try to derive (B*C),0,3,8.058999999999969,488.188,,13,0,0,1
emalhajj,,114,67,67,0,0,7,get,42,12,3,0,1,2,7,0,0,0,42,12,3,0,1,2,7,0,0,0,1.0.1.0,3,Try to derive (B*C),0,4,1.4350000000000023,491.715,,13,0,0,1
emalhajj,,116,69,69,0,0,7,get,42,13,3,0,1,2,8,0,0,0,42,13,3,0,1,2,8,0,0,0,1.0.1.0,3,Try to derive (B*C),0,5,2.5319999999999823,497.14,,13,0,0,1
emalhajj,,452,2,83,0,0,7,get,1,0,0,0,0,0,1,0,0,0,50,16,5,0,1,2,9,0,0,0,1.0.1.0,3,Try to derive -D,0,1,3.681,9.058,,13,0,1,1
emalhajj,,457,7,88,0,0,7,get,2,1,1,0,1,0,2,0,0,0,51,17,6,0,2,2,10,0,0,0,1.0.1.0,3,Try to derive (B*C),0,1,7.872,46.13,,13,0,1,1
emalhajj,,156,1,2,0,0,1,(-U>-L),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0.2.0,3,Try to derive S+L,1,1,29.206,29.206,,14,0,1,1
emalhajj,,163,3,4,0,0,7,get,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1.0.2.0,3,Try to derive S+L,0,2,19.691000000000003,69.935,,14,0,1,1
emalhajj,,169,9,10,0,0,7,get,3,1,2,0,1,0,2,0,0,0,3,1,2,0,1,0,2,0,0,1,1.0.2.0,3,Try to derive -L,0,1,1.8889999999999958,101.345,,14,0,1,1
emalhajj,,170,10,11,0,0,7,get,3,1,2,0,1,0,3,0,0,0,3,1,2,0,1,0,3,0,0,1,1.0.2.0,3,Try to derive -L,0,2,7.707000000000008,109.052,,14,0,1,1
emalhajj,,184,16,17,0,0,7,get,6,2,3,0,1,0,4,0,0,0,6,2,3,0,1,0,4,0,0,1,1.0.2.0,3,Try to derive (B*(S+L)),0,1,3.0600000000000023,152.655,,14,0,1,0
emalhajj,,185,17,18,0,0,7,get,6,2,3,0,1,0,5,0,0,0,6,2,3,0,1,0,5,0,0,1,1.0.2.0,3,Try to derive (B*(S+L)),0,2,17.467000000000013,170.122,,14,0,1,0
emalhajj,,189,21,22,0,0,7,get,8,3,3,0,1,0,6,0,0,0,8,3,3,0,1,0,6,0,0,1,1.0.2.0,3,Try to derive (B*(S+L)),0,3,6.1910000000000025,183.062,,14,0,1,0
emalhajj,,190,22,23,0,0,7,get,8,3,3,0,1,0,7,0,0,0,8,3,3,0,1,0,7,0,0,1,1.0.2.0,3,Try to derive (B*(S+L)),0,4,0.9559999999999889,184.018,,14,0,1,0
emalhajj,,210,31,32,0,0,7,get,11,5,5,0,2,0,8,0,0,0,11,5,5,0,2,0,8,0,0,1,1.0.2.0,3,Try to derive (B*(S+L)),0,2,44.35000000000002,305.788,,14,0,1,0
emalhajj,,212,33,34,0,0,7,get,12,5,5,0,2,0,9,0,0,0,12,5,5,0,2,0,9,0,0,1,1.0.2.0,3,Try to derive (B*(S+L)),0,3,2.6450000000000387,314.415,,14,0,1,0
emalhajj,,214,35,36,0,0,7,get,12,6,5,0,2,0,10,0,0,0,12,6,5,0,2,0,10,0,0,1,1.0.2.0,3,Try to derive (B*(S+L)),0,4,1.9470000000000027,318.126,,14,0,1,0
emalhajj,,216,37,38,0,0,7,get,12,7,5,0,2,0,11,0,0,0,12,7,5,0,2,0,11,0,0,1,1.0.2.0,3,Try to derive (B*(S+L)),0,5,1.497000000000014,321.988,,14,0,1,0
emalhajj,,220,38,39,1,0,7,get,12,7,5,0,2,0,12,0,0,0,12,7,5,0,2,0,12,0,0,1,1.0.2.0,3,Try to derive (B*(S+L)),0,6,9.555999999999983,331.544,,14,0,1,0
emalhajj,,221,39,40,1,0,7,get,12,7,5,0,2,0,13,0,0,0,12,7,5,0,2,0,13,0,0,1,1.0.2.0,3,Try to derive (B*(S+L)),0,7,1.240000000000009,332.784,,14,0,1,0
emalhajj,,478,4,44,0,0,1,(B*(S+L)),2,0,2,0,0,0,0,0,0,0,14,7,7,0,2,0,13,0,0,1,1.0.2.0,3,Try to derive (S+L),1,1,11.456999999999994,98.847,,14,0,2,1
emalhajj,,910,1,1,0,0,1,(Z*-W),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1.2.0,3,Try to derive (Z>(-Y>X)),1,1,15.555,15.555,,15,1,0,0
emalhajj,,918,8,8,0,0,3,MT,3,0,3,0,2,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,4.1.2.0,3,Try to derive ((-Y>X)*(T>S)),1,1,4.6200000000000045,41.453,,15,1,0,0
emalhajj,,927,15,15,0,0,2,(-Y>X),6,1,6,0,2,0,0,0,0,0,6,1,6,0,2,0,0,0,0,0,4.1.2.0,3,Try to derive ((-Y>X)*(T>S)),1,1,2.8799999999999955,76.911,,15,1,0,0
emalhajj,,941,25,25,0,0,1,(-Y+T),11,2,9,0,3,0,0,0,0,0,11,2,9,0,3,0,0,0,0,0,4.1.2.0,3,Try to derive ((-Y>X)*(T>S)),1,1,10.01400000000001,176.906,,15,1,0,0
emalhajj,,945,27,27,0,0,7,get,11,2,10,0,3,0,1,0,0,0,11,2,10,0,3,0,1,0,0,0,4.1.2.0,3,Try to derive ((-Y>X)*(T>S)),0,2,7.09099999999998,185.128,,15,1,0,0
emalhajj,,954,34,34,0,0,7,get,13,6,10,0,3,0,2,0,0,0,13,6,10,0,3,0,2,0,0,0,4.1.2.0,3,Try to derive ((-Y>X)*(T>S)),0,3,2.1129999999999995,206.384,,15,1,0,0
emalhajj,,977,47,47,0,0,7,get,18,10,13,0,3,0,3,0,0,0,18,10,13,0,3,0,3,0,0,0,4.1.2.0,3,Try to derive ((-Y>X)*(T>S)),0,4,19.040999999999997,307.974,,15,1,0,0
jareinha,,358,8,8,0,0,1,K,4,0,3,0,1,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,3.-1.1.0,3,Try to derive (J+K),1,1,16.860000000000127,2150.8,,1,2,0,0
jareinha,,375,3,3,0,0,1,((S>Y)+(I*Q)),2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3.-1.3.0,3,Try to derive I*Q,1,1,18.487000000000002,46.908,,2,2,0,1
jareinha,,588,50,50,0,0,7,get,18,10,21,0,0,0,1,0,0,0,18,10,21,0,0,0,1,0,0,0,3.-1.3.0,3,Try to derive S,0,2,143.73000000000002,1435.52,,2,2,0,0
jareinha,,589,51,51,0,0,7,get,18,10,21,0,0,0,2,0,0,0,18,10,21,0,0,0,2,0,0,0,3.-1.3.0,3,Try to derive S,0,3,1.0599999999999454,1436.58,,2,2,0,0
jareinha,,767,93,93,0,0,3,MP,32,17,39,0,3,0,2,0,0,0,32,17,39,0,3,0,2,0,0,0,3.-1.3.0,3,Try to derive S,1,1,37.559999999999945,2576.75,,2,2,0,0
jareinha,,817,9,109,0,1,3,DS,4,1,4,0,0,0,0,0,0,0,36,19,48,0,3,1,2,0,0,0,3.-1.3.0,3,Try to derive S,1,1,3.8460000000000036,60.127,,2,2,1,0
jareinha,,832,16,116,0,1,1,(I*Q),7,2,7,0,0,0,0,0,0,0,39,20,51,0,3,1,2,0,0,0,3.-1.3.0,3,Try to derive S,1,1,12.361000000000004,110.196,,2,2,1,0
jareinha,,859,24,124,0,1,1,((S>Y)+(I*Q)),10,4,9,0,1,0,0,0,0,0,42,22,53,0,4,1,2,0,0,0,3.-1.3.0,3,Try to derive S,1,1,1.6800000000000068,185.411,,2,2,1,0
jareinha,,892,36,136,0,1,2,I,14,6,14,0,2,0,0,0,0,0,46,24,58,0,5,1,2,0,0,0,3.-1.3.0,3,Try to derive S,1,1,5.692000000000007,283.258,,2,2,1,0
jareinha,,897,41,141,0,1,2,(S>Y),16,8,14,0,2,1,0,0,0,0,48,26,58,0,5,2,2,0,0,0,3.-1.3.0,3,Try to derive S,1,1,4.185000000000002,306.149,,2,2,1,0
jareinha,,909,46,146,0,1,2,D,19,9,15,0,2,1,0,0,0,0,51,27,59,0,5,2,2,0,0,0,3.-1.3.0,3,Try to derive S,1,1,5.590999999999951,354.085,,2,2,1,0
